Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ E1,iBAQ E2,iBAQ E3,iBAQ E4,iBAQ mass E1,iBAQ mass E2,iBAQ mass E3,iBAQ mass E4,Mori sector,wt_mass_fraction_rich,rela_mass_fraction_rich
P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,bioA,47.335,71781.0,62955.0,34628.0,37182.0,3397753.6350000002,2979974.9250000003,1639116.3800000001,1760009.97,A',,
P12996,Biotin synthase,bioB,38.648,259590.0,303570.0,134950.0,127990.0,10032634.32,11732373.360000001,5215547.600000001,4946557.5200000005,U,,
P12999,Malonyl-[acyl-carrier protein] O-methyltransferase,bioC,28.276,9208.1,8555.9,3517.2,4425.4,260368.2356,241926.6284,99452.34719999999,125132.61039999999,U,,
P13000,ATP-dependent dethiobiotin synthetase BioD 1,bioD1,24.139,73654.0,19161.0,161470.0,193690.0,1777933.906,462527.379,3897724.33,4675482.91,S,,
P0A6E9,ATP-dependent dethiobiotin synthetase BioD 2,bioD2,24.981,75442.0,96260.0,19222.0,23398.0,1884616.6020000002,2404671.06,480184.782,584505.4380000001,S,,
P12998,8-amino-7-oxononanoate synthase,bioF,41.594,20845.0,19564.0,23154.0,22493.0,867026.93,813745.0160000001,963067.476,935573.8420000001,R,,
P13001,Pimeloyl-[acyl-carrier protein] methyl ester esterase,bioH,28.505,24596.0,20647.0,43720.0,43228.0,701108.98,588542.735,1246238.5999999999,1232214.14,S',,
P06709,Bifunctional ligase/repressor BirA,birA,35.312,19745.0,18280.0,20026.0,21730.0,697235.44,645503.36,707158.112,767329.7599999999,S',,
P20099,Biotin sulfoxide reductase,bisC,85.85,18408.0,15014.0,42161.0,44772.0,1580326.7999999998,1288951.9,3619521.8499999996,3843676.1999999997,S,,
P0A901,Outer membrane lipoprotein Blc,blc,19.851,1488.6,903.18,12408.0,13031.0,29550.198599999996,17929.026179999997,246311.20799999998,258678.381,S,,
P75989,HTH-type transcriptional repressor BluR,bluR,28.264,19526.0,14703.0,38792.0,42536.0,551882.864,415565.592,1096417.088,1202237.504,U,,
P0ABE2,Protein BolA,bolA,11.994,190020.0,90637.0,141340.0,161680.0,2279099.88,1087100.178,1695231.96,1939189.92,S',,
P77330,Lipoprotein bor homolog from lambdoid prophage DLP12,borD,10.447,6103700.0,6024700.0,2413500.0,2568800.0,63765353.9,62940040.9,25213834.499999996,26836253.599999998,R,,
P0AD99,Branched-chain amino acid transport system 2 carrier protein,brnQ,46.208,44405.0,40526.0,25809.0,22510.0,2051866.24,1872625.4079999998,1192582.2719999999,1040142.08,U,,
P06129,Vitamin B12 transporter BtuB,btuB,68.406,387780.0,340450.0,284030.0,309440.0,26526478.680000003,23288822.700000003,19429356.180000003,21167552.64,S,,
P06611,Vitamin B12 import ATP-binding protein BtuD,btuD,27.081,5256.5,5077.2,6569.3,6601.2,142351.2765,137495.6532,177903.2133,178767.0972,C,,
P06610,Vitamin B12 transport periplasmic protein BtuE,btuE,20.469,904780.0,859190.0,912830.0,1030700.0,18519941.82,17586760.11,18684717.27,21097398.3,S,,
P37028,Vitamin B12-binding protein,btuF,29.366,28769.0,25412.0,18272.0,20070.0,844830.454,746248.792,536575.552,589375.62,U,,
P0A9H5,"Cob(I)yrinic acid a,c-diamide adenosyltransferase",btuR,21.999,39585.0,32794.0,52445.0,54950.0,870830.4149999999,721435.206,1153737.555,1208845.05,S',,
P0A9H3,"Lysine decarboxylase, inducible",cadA,81.259,9665.4,8919.7,4020.5,5461.5,785400.7385999999,724805.9023000001,326701.8095,443796.0285,U,,
P23890,Transcriptional activator CadC,cadC,57.812,1998.8,1707.7,5348.8,5093.2,115554.6256,98725.5524,309224.8256,294448.0784,U,,
P31552,Probable crotonobetaine/carnitine-CoA ligase,caiC,58.558,469.83,356.83,869.24,963.66,27512.30514,20895.25114,50900.95592,56430.00228,U,,
P61517,Carbonic anhydrase 2,can,25.096,1540700.0,1390600.0,2001900.0,2286100.0,38665407.2,34898497.6,50239682.4,57371965.6,A,,
P0A6F1,Carbamoyl-phosphate synthase small chain,carA,41.431,1651100.0,1706700.0,1236000.0,1299100.0,68406724.1,70710287.7,51208716.0,53823012.099999994,A,,
P00968,Carbamoyl-phosphate synthase large chain,carB,117.84,1055200.0,1063600.0,716090.0,770470.0,124344768.0,125334624.0,84384045.60000001,90792184.8,A,,
Q47083,HTH-type transcriptional regulator cbl,cbl,35.855,9908.2,10355.0,5130.9,4803.5,355258.511,371278.52499999997,183968.41949999996,172229.4925,R,,
P36659,Curved DNA-binding protein,cbpA,34.455,101250.0,54450.0,139230.0,158200.0,3488568.75,1876074.75,4797169.649999999,5450781.0,S,,
P63264,Chaperone modulatory protein CbpM,cbpM,11.512,5670.6,0.0,12332.0,29089.0,65279.94720000001,0.0,141965.984,334872.568,U,,
P31469,UPF0167 protein CbrC,cbrC,22.485,0.0,1694.2,5388.6,6046.1,0.0,38094.087,121162.671,135946.5585,U,,
P06961,"Multifunctional CCA protein;CCA-adding enzyme;2-nucleotidase;2,3-cyclic phosphodiesterase;Phosphatase",cca,46.467,33229.0,45303.0,52412.0,58813.0,1544051.943,2105094.501,2435428.404,2732863.671,S',,
P33931,Cytochrome c biogenesis ATP-binding export protein CcmA,ccmA,23.053,4184.7,4678.4,3051.4,3801.3,96469.8891,107851.1552,70343.92420000001,87631.3689,U,,
P69490,Cytochrome c-type biogenesis protein CcmE,ccmE,17.698,36096.0,39650.0,26303.0,27093.0,638827.008,701725.7000000001,465510.494,479491.914,U,,
P33927,Cytochrome c-type biogenesis protein CcmF,ccmF,71.389,8564.2,8554.6,4782.2,5328.9,611389.6738,610704.3393999999,341396.47579999996,380424.84209999995,U,,
P0ABM9,Cytochrome c-type biogenesis protein CcmH,ccmH,39.089,31869.0,30244.0,29765.0,32514.0,1245727.341,1182207.716,1163484.085,1270939.746,C,,
P0ABF6,Cytidine deaminase,cdd,31.54,40688.0,44503.0,160220.0,187730.0,1283299.52,1403624.6199999999,5053338.8,5921004.2,S',,
P06282,CDP-diacylglycerol pyrophosphatase,cdh,28.45,81728.0,83451.0,51877.0,75904.0,2325161.6,2374180.9499999997,1475900.65,2159468.8,R,,
P0ABG1,Phosphatidate cytidylyltransferase,cdsA,31.453,66769.0,61110.0,58878.0,64713.0,2100085.357,1922092.83,1851889.734,2035417.989,C',,
P0AE60,Cell division activator CedA,cedA,9.3767,11652.0,10991.0,63904.0,36945.0,109257.3084,103059.3097,599208.6368,346422.1815,A',,
P0A9H7,Cyclopropane-fatty-acyl-phospholipid synthase,cfa,43.909,70763.0,65943.0,278510.0,299240.0,3107132.567,2895491.187,12229095.59,13139329.16,S,,
P31801,Sodium/proton antiporter ChaA,chaA,39.168,21707.0,16966.0,29100.0,31985.0,850219.776,664524.288,1139788.8,1252788.48,A',,
P0AE63,Cation transport regulator ChaB,chaB,8.9447,0.0,0.0,11961.0,13723.0,0.0,0.0,106987.55669999999,122748.11809999999,A,,
P69791,"N,N-diacetylchitobiose-specific phosphotransferase enzyme IIA component",chbA,12.748,3739.2,3582.3,639.12,1038.8,47667.321599999996,45667.1604,8147.501759999999,13242.622399999998,U,,
P69795,"N,N-diacetylchitobiose-specific phosphotransferase enzyme IIB component",chbB,11.426,41286.0,29039.0,112100.0,133010.0,471733.836,331799.614,1280854.6,1519772.26,S,,
P17411,6-phospho-beta-glucosidase,chbF,50.512,234.24,0.0,479.38,680.49,11831.93088,0.0,24214.44256,34372.91088,U,,
P37794,Chitooligosaccharide deacetylase ChbG,chbG,27.773,1552.7,4054.1,13173.0,14632.0,43123.1371,112594.5193,365853.729,406374.536,U,,
P07363,Chemotaxis protein CheA,cheA,71.382,714200.0,674900.0,29589.0,46364.0,50981024.400000006,48175711.800000004,2112121.998,3309555.0480000004,C,,
P07330,Chemotaxis response regulator protein-glutamate methylesterase,cheB,37.467,150330.0,153700.0,20528.0,11393.0,5632414.109999999,5758677.899999999,769122.576,426861.53099999996,C,,
P07364,Chemotaxis protein methyltransferase,cheR,32.849,139510.0,120320.0,856.93,4049.7,4582763.989999999,3952391.6799999997,28149.293569999994,133028.5953,C,,
P0A964,Chemotaxis protein CheW,cheW,18.084,1127700.0,972680.0,60275.0,90811.0,20393326.8,17589945.12,1090013.1,1642226.124,C,,
P0AE67,Chemotaxis protein CheY,cheY,14.097,1705800.0,1651200.0,216530.0,328600.0,24046662.599999998,23276966.4,3052423.4099999997,4632274.2,C,,
P0A9H9,Protein phosphatase CheZ,cheZ,23.976,909500.0,835210.0,73308.0,109920.0,21806172.0,20024994.96,1757632.608,2635441.92,C,,
P13656,Probable bifunctional chitinase/lysozyme;Chitinase;Lysozyme,chiA,97.057,10453.0,8049.5,15442.0,18189.0,1014536.821,781260.3215,1498754.1940000001,1765369.773,U,,
P76213,Excinuclease cho,cho,33.739,8071.1,6716.7,9314.2,6040.2,272310.8429,226614.74129999997,314251.7938,203790.30779999998,U,,
P33647,mRNA interferase ChpB,chpB,12.492,4900.9,1926.5,12787.0,15396.0,61222.0428,24065.838000000003,159735.204,192326.83200000002,U,,
P0AGE6,Chromate reductase,chrR,20.375,92464.0,161020.0,283070.0,303280.0,1883954.0,3280782.5,5767551.25,6179330.0,S,,
P17315,Colicin I receptor,cirA,73.895,148550.0,125900.0,59008.0,67975.0,10977102.25,9303380.5,4360396.16,5023012.625,U,,
P37019,H(+)/Cl(-) exchange transporter ClcA,clcA,50.348,3448.7,3196.5,4790.8,2847.7,173635.1476,160937.38199999998,241207.1984,143375.99959999998,U,,
P0ABH9,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA,84.206,155390.0,122520.0,435460.0,445280.0,13084770.34,10316919.120000001,36668344.76,37495247.68,S',,
P63284,Chaperone protein ClpB,clpB,95.584,513140.0,511330.0,526460.0,580650.0,49047973.76,48874966.72,50321152.64,55500849.6,S',,
P0A6G7,ATP-dependent Clp protease proteolytic subunit,clpP,23.186,793450.0,799020.0,1194700.0,1255700.0,18396931.7,18526077.72,27700314.2,29114660.2,S',,
P0A8Q6,ATP-dependent Clp protease adapter protein ClpS,clpS,12.179,66784.0,49770.0,46624.0,51252.0,813362.336,606148.83,567833.696,624198.108,U,,
P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,46.355,823710.0,661870.0,762500.0,786640.0,38183077.05,30680983.849999998,35345687.5,36464697.199999996,R,,
P0A6H8,Cardiolipin synthase A,clsA,54.822,44847.0,43026.0,101590.0,104760.0,2458602.234,2358771.372,5569366.98,5743152.720000001,A',,
P0AA84,Cardiolipin synthase B,clsB,47.633,0.0,0.0,7008.1,5444.1,0.0,0.0,333816.82730000006,259318.81530000005,U,,
P75919,Cardiolipin synthase C,clsC,53.665,60876.0,56889.0,53207.0,59721.0,3266910.54,3052948.185,2855353.655,3204927.465,U,,
P0A6I0,Cytidylate kinase,cmk,24.746,239640.0,241450.0,141260.0,150100.0,5930131.4399999995,5974921.699999999,3495619.96,3714374.5999999996,S',,
P76290,tRNA (cmo5U34)-methyltransferase,cmoA,27.776,172860.0,164900.0,179020.0,192670.0,4801359.36,4580262.4,4972459.52,5351601.92,R,,
P76291,tRNA (mo5U34)-methyltransferase,cmoB,37.006,106950.0,126240.0,69678.0,85244.0,3957791.7,4671637.44,2578504.068,3154539.464,R,,
P64467,OriC-binding nucleoid-associated protein,cnu,8.4165,160060.0,138680.0,103510.0,134260.0,1347144.9899999998,1167200.22,871191.9149999999,1129999.2899999998,R,,
P0A6I3,Pantothenate kinase,coaA,36.359,47577.0,47811.0,62296.0,50025.0,1729852.1430000002,1738360.149,2265020.264,1818858.975,S,,
P0ABQ0,Coenzyme A biosynthesis bifunctional protein CoaBC;Phosphopantothenoylcysteine decarboxylase;Phosphopantothenate--cysteine ligase,coaBC,43.438,113390.0,146790.0,90621.0,144280.0,4925434.82,6376264.0200000005,3936394.998,6267234.640000001,S,,
P0A6I6,Phosphopantetheine adenylyltransferase,coaD,17.836,209080.0,176050.0,208610.0,220560.0,3729150.88,3140027.8,3720767.9599999995,3933908.1599999997,A',,
P0A6I9,Dephospho-CoA kinase,coaE,22.621,23944.0,42621.0,34420.0,37788.0,541637.2239999999,964129.641,778614.82,854802.348,S',,
P75960;A0A7H2C766,NAD-dependent protein deacylase,cobB,31.464,144060.0,140220.0,206700.0,228850.0,4532703.84,4411882.08,6503608.8,7200536.399999999,S,,
P36561,Adenosylcobinamide-GDP ribazoletransferase,cobS,26.385,29840.0,37784.0,44622.0,28713.0,787328.4,996930.8400000001,1177351.47,757592.505,S',,
P36562,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobT,36.987,38494.0,39165.0,82314.0,75976.0,1423777.578,1448595.855,3044547.918,2810124.312,S',,
P0AE76,Bifunctional adenosylcobalamin biosynthesis protein CobU,cobU,20.164,9831.4,11844.0,21428.0,22071.0,198240.34960000002,238822.41600000003,432074.19200000004,445039.64400000003,S',,
P25524,Cytosine deaminase,codA,47.59,719700.0,724460.0,402930.0,422930.0,34250523.0,34477051.400000006,19175438.700000003,20127238.700000003,U,,
P0AA82,Cytosine permease,codB,43.649,241040.0,245920.0,32373.0,37717.0,10521154.96,10734162.08,1413049.077,1646309.333,U,,
P75974,Putative lambdoid prophage e14 repressor protein C2,cohE,25.094,12260.0,14070.0,11833.0,12937.0,307652.44,353072.58,296937.302,324641.07800000004,C',,
P75952,HTH-type transcriptional repressor ComR,comR,23.361,9049.2,8233.0,11341.0,13872.0,211398.3612,192331.113,264937.101,324063.792,C,,
Q59385,Copper-exporting P-type ATPase A,copA,87.872,25056.0,23318.0,60320.0,62481.0,2201720.832,2048999.296,5300439.04,5490330.432,S',,
P0ABI4,Magnesium transport protein CorA,corA,36.589,74696.0,77402.0,57266.0,58947.0,2733051.9439999997,2832061.778,2095305.6739999999,2156811.783,S',,
P0AE78,Magnesium and cobalt efflux protein CorC,corC,33.298,181610.0,176780.0,126410.0,170750.0,6047249.78,5886420.44,4209200.180000001,5685633.5,R,,
P0AEW4,"3,5-cyclic adenosine monophosphate phosphodiesterase CpdA",cpdA,30.938,61158.0,44507.0,71589.0,76189.0,1892106.204,1376957.5659999999,2214820.482,2357135.282,S',,
P08331,"2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase",cpdB,70.831,71516.0,69405.0,80722.0,92506.0,5065549.796,4916025.555000001,5717619.982,6552292.4860000005,S,,
Q46824,Toxin CptA,cptA,16.064,3645.7,3801.0,3195.5,3493.4,58564.5248,61059.264,51332.512,56117.9776,U,,
P64559,Antitoxin CptB,cptB,10.547,117030.0,105730.0,617820.0,638500.0,1234315.4100000001,1115134.31,6516147.54,6734259.5,U,,
P0AE82,Sensor protein CpxA,cpxA,51.624,25340.0,23606.0,24526.0,28309.0,1308152.1600000001,1218636.144,1266130.2240000002,1461423.816,S',,
P0AE85,Periplasmic protein CpxP,cpxP,18.965,31113.0,31863.0,32546.0,32641.0,590058.045,604281.795,617234.89,619036.565,S,,
P0AE88,Transcriptional regulatory protein CpxR,cpxR,26.312,315290.0,312700.0,433640.0,519600.0,8295910.48,8227762.4,11409935.68,13671715.200000001,S',,
P0ACP1,Catabolite repressor/activator,cra,37.999,75851.0,107630.0,110090.0,132710.0,2882262.149,4089832.37,4183309.91,5042847.29,S',,
P0AE91,Protein CreA,creA,17.108,145230.0,144220.0,190710.0,188280.0,2484594.84,2467315.7600000002,3262666.68,3221094.24,S',,
P08368,Transcriptional regulatory protein CreB,creB,26.125,6505.6,7725.7,15746.0,13900.0,169958.80000000002,201833.9125,411364.25,363137.5,U,,
P08401,Sensor protein CreC,creC,52.176,0.0,0.0,314.88,1066.8,0.0,0.0,16429.17888,55661.3568,U,,
P0DM85,Clamp-binding protein CrfC,crfC,84.37,5631.1,7421.9,10123.0,11643.0,475095.90700000006,626185.703,854077.51,982319.91,C',,
P24251,Sigma factor-binding protein Crl,crl,15.655,1500400.0,1354000.0,1284300.0,1574300.0,23488762.0,21196870.0,20105716.5,24645666.5,A,,
P0ACJ8,cAMP-activated global transcriptional regulator CRP,crp,23.64,1195800.0,1148300.0,1823000.0,1928000.0,28268712.0,27145812.0,43095720.0,45577920.0,S,,
P69783,Glucose-specific phosphotransferase enzyme IIA component,crr,18.251,3351700.0,2435100.0,4207600.0,4372200.0,61171876.7,44443010.1,76792907.60000001,79797022.2,A',,
Q46925,Cysteine desulfurase CsdA,csdA,43.234,49481.0,53102.0,39864.0,40199.0,2139261.554,2295811.8680000002,1723480.176,1737963.566,A',,
P0AGF2,Sulfur acceptor protein CsdE,csdE,15.94,73286.0,83851.0,59243.0,67453.0,1168178.8399999999,1336584.94,944333.4199999999,1075200.82,A',,
P52106,CsgBAC operon transcriptional regulatory protein,csgD,24.935,105.98,0.0,4424.2,4447.1,2642.6113,0.0,110317.427,110888.4385,U,,
P0A9X9,Cold shock protein CspA,cspA,7.4032,891670.0,586830.0,442710.0,370770.0,6601211.344,4344419.856,3277470.672,2744884.464,R,,
P36995,Cold shock-like protein CspB,cspB,7.7166,56796.0,30432.0,7279.9,6174.3,438272.0136,234831.57119999998,56176.07633999999,47644.60338,C,,
P0A9Y6,Cold shock-like protein CspC,cspC,7.4023,9380100.0,9260200.0,8500100.0,9505800.0,69434314.23,68546778.46000001,62920290.230000004,70364783.34,R,,
P0A968,Cold shock-like protein CspD,cspD,7.9689,68505.0,63507.0,127440.0,142460.0,545909.4945,506080.9323,1015556.6159999999,1135249.494,C,,
P0A972,Cold shock-like protein CspE,cspE,7.4634,4989400.0,4992600.0,3224000.0,3355300.0,37237887.96,37261770.84,24062001.6,25041946.02,C',,
P0A978,Cold shock-like protein CspG,cspG,7.7806,57101.0,31918.0,16991.0,15430.0,444280.0406,248341.19079999998,132200.1746,120054.658,R,,
P69913,Carbon storage regulator,csrA,6.8558,84964.0,49549.0,80922.0,154160.0,582496.1912,339698.0342,554785.0476,1056890.128,U,,
P13518,RNase E specificity factor CsrD,csrD,73.338,2903.6,3091.3,9144.6,6711.9,212944.21679999997,226709.75939999998,670646.6747999999,492237.32219999994,U,,
P15078,Carbon starvation protein A,cstA,75.104,37158.0,30556.0,26391.0,24105.0,2790714.432,2294877.824,1982069.6639999999,1810381.92,C,,
P36649,Blue copper oxidase CueO,cueO,56.556,30264.0,27210.0,39686.0,43911.0,1711610.784,1538888.76,2244481.4159999997,2483430.516,A,,
P0A9G4,HTH-type transcriptional regulator CueR,cueR,15.235,19194.0,22716.0,24051.0,43123.0,292420.58999999997,346078.26,366416.985,656978.905,C,,
P76113,NADPH-dependent curcumin reductase,curA,37.609,44732.0,40223.0,114230.0,112710.0,1682325.7880000002,1512746.807,4296076.07,4238910.390000001,S,,
P77214,Cation efflux system protein CusF,cusF,12.251,0.0,0.0,2439.5,3220.2,0.0,0.0,29886.3145,39450.67019999999,R,,
P0ACZ8,Transcriptional regulatory protein CusR,cusR,25.394,7302.2,4729.5,10126.0,11152.0,185432.06679999997,120100.923,257139.64399999997,283193.888,S',,
P77485,Sensor kinase CusS,cusS,53.737,1492.3,1055.1,1219.8,1462.1,80191.7251,56697.9087,65548.3926,78568.8677,S',,
P69488,Divalent-cation tolerance protein CutA,cutA,12.331,103560.0,97794.0,343290.0,381160.0,1276998.3599999999,1205897.814,4233108.99,4700083.96,U,,
P67826,Copper homeostasis protein CutC,cutC,26.761,69515.0,60139.0,117320.0,128110.0,1860290.915,1609379.7789999999,3139600.52,3428351.71,S',,
P08550,Colicin V production protein,cvpA,17.907,4690.2,4084.5,5880.7,5323.5,83987.4114,73141.1415,105305.6949,95327.9145,U,,
P76007,K(+)/H(+) antiporter NhaP2,cvrA,62.285,20745.0,17358.0,22073.0,19880.0,1292102.325,1081143.03,1374816.805,1238225.8,C,,
P00936,Adenylate cyclase,cyaA,97.585,65281.0,62644.0,88149.0,93439.0,6370446.385,6113114.739999999,8602020.165,9118244.815,A',,
P27838,Protein CyaY,cyaY,12.231,348830.0,308100.0,174530.0,195320.0,4266539.7299999995,3768371.1,2134676.43,2388958.92,S',,
P0AAE0,D-serine/D-alanine/glycine transporter,cycA,51.659,98674.0,95976.0,142310.0,174920.0,5097400.166,4958024.184,7351592.29,9036192.28,S,,
P0ABJ9,Cytochrome bd-I ubiquinol oxidase subunit 1,cydA,58.204,401960.0,458930.0,491750.0,518700.0,23395679.84,26711561.72,28621817.0,30190414.8,S,,
P0ABK2,Cytochrome bd-I ubiquinol oxidase subunit 2,cydB,42.453,335840.0,368910.0,584120.0,529710.0,14257415.520000001,15661336.23,24797646.360000003,22487778.630000003,S,,
P23886,ATP-binding/permease protein CydC,cydC,62.919,77254.0,72636.0,70541.0,75772.0,4860744.426,4570184.484,4438369.179,4767498.467999999,S,,
P29018,ATP-binding/permease protein CydD,cydD,65.055,41384.0,36489.0,59942.0,47081.0,2692236.12,2373791.895,3899526.8100000005,3062854.4550000005,U,,
P27111,HTH-type transcriptional regulator CynR,cynR,32.96,4239.2,3219.2,6028.8,9292.8,139724.032,106104.832,198709.24800000002,306290.68799999997,U,,
P0ABJ1,Cytochrome bo(3) ubiquinol oxidase subunit 2,cyoA,34.911,1192600.0,1187100.0,760070.0,752090.0,41634858.6,41442848.1,26534803.77,26256213.990000002,R,,
P0ABI8,Cytochrome bo(3) ubiquinol oxidase subunit 1,cyoB,74.367,1188400.0,1049400.0,875490.0,871360.0,88377742.80000001,78040729.80000001,65107564.830000006,64800429.120000005,A,,
P0ABJ3,Cytochrome bo(3) ubiquinol oxidase subunit 3,cyoC,22.622,8827.1,0.0,37793.0,27376.0,199686.6562,0.0,854953.246,619299.872,U,,
P0AEA5,Protoheme IX farnesyltransferase,cyoE,32.248,2470.5,814.94,3583.6,2701.6,79668.684,26280.18512,115563.9328,87121.19679999999,U,,
P16676,Sulfate/thiosulfate import ATP-binding protein CysA,cysA,41.058,257790.0,252390.0,276090.0,284360.0,10584341.82,10362628.62,11335703.22,11675252.88,U,,
P0A9F3,HTH-type transcriptional regulator CysB,cysB,36.15,350120.0,328610.0,431510.0,465900.0,12656838.0,11879251.5,15599086.5,16842285.0,C',,
P0A6J1,Adenylyl-sulfate kinase,cysC,22.321,124390.0,119510.0,98502.0,113050.0,2776509.1900000004,2667582.71,2198663.142,2523389.0500000003,U,,
P21156,Sulfate adenylyltransferase subunit 2,cysD,35.188,662060.0,647920.0,832960.0,852000.0,23296567.28,22799008.96,29310196.48,29980176.000000004,U,,
P0A9D4,Serine acetyltransferase,cysE,29.316,140750.0,114300.0,314740.0,310890.0,4126227.0,3350818.8,9226917.84,9114051.24,S,,
P0AEA8,Siroheme synthase;Uroporphyrinogen-III C-methyltransferase;Precorrin-2 dehydrogenase;Sirohydrochlorin ferrochelatase,cysG,49.951,86245.0,85405.0,83392.0,88990.0,4308023.995,4266065.155,4165513.792,4445139.49,A,,
