Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ W_glu_1,iBAQ W_glu_2,iBAQ PLAS30_1,iBAQ PLAS30_2,iBAQ mass W_glu_1,iBAQ mass W_glu_2,iBAQ mass PLAS30_1,iBAQ mass PLAS30_2,Mori sector,wt_mass_fraction_poor,rela_mass_fraction_poor
P07363,Chemotaxis protein CheA,cheA,71.382,859190.0,821430.0,19899.0,5717.7,61330700.580000006,58635316.260000005,1420430.418,408140.8614,C,,
P07364,Chemotaxis protein methyltransferase,cheR,32.849,184510.0,153620.0,40187.0,35739.0,6060968.989999999,5046263.38,1320102.7629999998,1173990.4109999998,C,,
P07395,Phenylalanine--tRNA ligase beta subunit,pheT,87.377,1009100.0,1025500.0,897510.0,921060.0,88172130.69999999,89605113.5,78421731.27,80479459.61999999,A,,
P07464,Galactoside O-acetyltransferase,lacA,22.799,0.0,0.0,16778.0,0.0,0.0,0.0,382521.622,0.0,U,,
P07604,Transcriptional regulatory protein TyrR,tyrR,57.655,84014.0,75207.0,100480.0,87221.0,4843827.17,4336059.585,5793174.4,5028726.755,S',,
P07623,Homoserine O-succinyltransferase,metA,35.727,547290.0,480800.0,546900.0,557680.0,19553029.83,17177541.599999998,19539096.299999997,19924233.36,S,,
P07639,3-dehydroquinate synthase,aroB,38.881,255190.0,263580.0,291770.0,317460.0,9922042.39,10248253.98,11344309.37,12343162.26,S',,
P07648,RecBCD enzyme subunit RecC,recC,128.85,14138.0,12768.0,19279.0,18082.0,1821681.2999999998,1645156.7999999998,2484099.15,2329865.6999999997,U,,
P07649,tRNA pseudouridine synthase A,truA,30.399,53601.0,40093.0,41031.0,35140.0,1629416.799,1218787.107,1247301.369,1068220.86,R,,
P07650,Thymidine phosphorylase,deoA,47.207,38310.0,38018.0,99233.0,108840.0,1808500.17,1794715.726,4684492.231,5138009.88,S,,
P07654,Phosphate transport system permease protein PstA,pstA,32.321,6196.0,5086.0,14115.0,16183.0,200260.916,164384.606,456210.915,523050.74299999996,U,,
P07762,"1,4-alpha-glucan branching enzyme GlgB",glgB,84.336,107180.0,99978.0,134180.0,142970.0,9039132.48,8431744.608,11316204.48,12057517.92,S,,
P07813,Leucine--tRNA ligase,leuS,97.233,724890.0,701410.0,451840.0,474170.0,70483229.37,68200198.53,43933758.72,46104971.61,R,,
P07821,Iron(3+)-hydroxamate import ATP-binding protein FhuC,fhuC,28.886,73866.0,75539.0,58135.0,59821.0,2133693.276,2182019.554,1679287.6099999999,1727989.406,U,,
P07822,Iron(3+)-hydroxamate-binding protein FhuD,fhuD,32.998,11976.0,18315.0,15223.0,13833.0,395184.04799999995,604358.37,502328.55399999995,456461.334,U,,
P07862,D-alanine--D-alanine ligase B,ddlB,32.839,175830.0,184160.0,274550.0,266280.0,5774081.37,6047630.239999999,9015947.45,8744368.92,S',,
P07913,L-threonine 3-dehydrogenase,tdh,37.239,47950.0,56026.0,178620.0,200370.0,1785610.0499999998,2086352.214,6651630.18,7461578.43,S',,
P08142,Acetolactate synthase isozyme 1 large subunit,ilvB,60.44,732120.0,790940.0,1374200.0,1445400.0,44249332.8,47804413.6,83056648.0,87359976.0,C,,
P08178,Phosphoribosylformylglycinamidine cyclo-ligase,purM,36.854,1753900.0,1738400.0,870260.0,845150.0,64638230.6,64066993.6,32072562.04,31147158.099999998,U,,
P08179,Phosphoribosylglycinamide formyltransferase,purN,23.238,314370.0,288620.0,182890.0,204160.0,7305330.06,6706951.56,4249997.82,4744270.08,U,,
P08192,Bifunctional protein FolC;Folylpolyglutamate synthase;Dihydrofolate synthase,folC,45.405,131660.0,138990.0,123940.0,120420.0,5978022.3,6310840.95,5627495.7,5467670.100000001,A,,
P08200,Isocitrate dehydrogenase [NADP],icd,45.756,8176200.0,7689900.0,8897100.0,9363300.0,374110207.2,351859064.4,407095707.6,428427154.8,S,,
P08244,Orotidine 5-phosphate decarboxylase,pyrF,26.35,363680.0,350100.0,239210.0,229700.0,9582968.0,9225135.0,6303183.5,6052595.0,R,,
P08245,Uncharacterized protein YciH,yciH,11.396,138690.0,136790.0,79902.0,86493.0,1580511.2400000002,1558858.84,910563.192,985674.2280000001,R,,
P08312,Phenylalanine--tRNA ligase alpha subunit,pheS,36.831,1231300.0,1250000.0,1085600.0,1074600.0,45350010.300000004,46038750.00000001,39983733.6,39578592.6,A,,
P08331,"2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase",cpdB,70.831,90976.0,88676.0,91835.0,103380.0,6443921.056,6281009.756,6504764.885000001,7322508.78,S,,
P08337,8-oxo-dGTP diphosphatase,mutT,14.927,13462.0,13050.0,15797.0,16077.0,200947.274,194797.35,235801.819,239981.379,U,,
P08368,Transcriptional regulatory protein CreB,creB,26.125,16577.0,16537.0,24777.0,25308.0,433074.125,432029.125,647299.125,661171.5,U,,
P08373,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,37.851,150660.0,235620.0,150480.0,248730.0,5702631.66,8918452.62,5695818.4799999995,9414679.23,S',,
P08390,USG-1 protein,usg,36.364,155700.0,153620.0,411670.0,431720.0,5661874.8,5586237.68,14969967.879999999,15699066.079999998,S',,
P08394,RecBCD enzyme subunit RecB,recB,133.96,9936.4,9724.2,6414.5,7237.5,1331080.144,1302653.8320000002,859286.42,969535.5,U,,
P08395,Protease 4,sppA,67.219,59000.0,51011.0,77836.0,84981.0,3965920.9999999995,3428908.4089999995,5232058.084,5712337.839,U,,
P08400,Phosphate regulon sensor protein PhoR,phoR,49.629,1397.6,1924.3,2147.3,1196.4,69361.4904,95501.08469999999,106568.3517,59376.1356,S,,
P08401,Sensor protein CreC,creC,52.176,304.69,359.12,976.19,265.15,15897.50544,18737.44512,50933.68944,13834.4664,U,,
P08506,D-alanyl-D-alanine carboxypeptidase DacC,dacC,43.608,289110.0,300650.0,501170.0,539000.0,12607508.879999999,13110745.2,21855021.36,23504712.0,S',,
P08550,Colicin V production protein,cvpA,17.907,12315.0,10873.0,9094.5,8737.6,220524.705,194702.811,162855.2115,156464.20320000002,U,,
P08622,Chaperone protein DnaJ,dnaJ,41.1,491000.0,490960.0,334110.0,343440.0,20180100.0,20178456.0,13731921.0,14115384.0,R,,
P08660,Lysine-sensitive aspartokinase 3,lysC,48.531,1661100.0,1625600.0,1110800.0,964830.0,80614844.1,78891993.6,53908234.8,46824164.73,A,,
P08839,Phosphoenolpyruvate-protein phosphotransferase,ptsI,63.561,2652100.0,2581000.0,3006100.0,3039800.0,168570128.1,164050941.0,191070722.1,193212727.8,A,,
P08956,Type I restriction enzyme EcoKI R protein,hsdR,134.09,137620.0,135980.0,154080.0,181350.0,18453465.8,18233558.2,20660587.2,24317221.5,C',,
P08957,Type I restriction enzyme EcoKI M protein,hsdM,59.306,343490.0,322050.0,193410.0,191690.0,20371017.939999998,19099497.3,11470373.459999999,11368367.139999999,R,,
P08997,Malate synthase A,aceB,60.273,34945.0,35640.0,340710.0,175350.0,2106239.9850000003,2148129.72,20535613.830000002,10568870.55,S,,
P09029,N5-carboxyaminoimidazole ribonucleotide synthase,purK,39.461,407190.0,388100.0,221720.0,232340.0,16068124.59,15314814.1,8749292.92,9168368.74,U,,
P09030,Exodeoxyribonuclease III,xthA,30.969,364930.0,349220.0,291630.0,317340.0,11301517.17,10814994.18,9031489.47,9827702.46,A',,
P09053,Valine--pyruvate aminotransferase,avtA,46.711,157700.0,157010.0,112870.0,144920.0,7366324.7,7334094.109999999,5272270.57,6769358.12,A',,
P09099,Xylulose kinase,xylB,52.618,6465.9,4376.3,16870.0,20499.0,340222.7262,230272.1534,887665.66,1078616.382,C,,
P09126,Uroporphyrinogen-III synthase,hemD,27.798,40099.0,33056.0,41022.0,53418.0,1114672.0019999999,918890.688,1140329.5559999999,1484913.564,S,,
P09127,Putative uroporphyrinogen-III C-methyltransferase,hemX,42.962,268240.0,253410.0,346290.0,389440.0,11524126.88,10887000.42,14877310.98,16731121.280000001,S,,
P09147,UDP-glucose 4-epimerase,galE,37.265,283690.0,274220.0,176340.0,168520.0,10571707.85,10218808.3,6571310.100000001,6279897.8,C,,
P09148,Galactose-1-phosphate uridylyltransferase,galT,39.645,107110.0,108220.0,51422.0,53398.0,4246375.95,4290381.9,2038625.1900000002,2116963.71,C,,
P09151,2-isopropylmalate synthase,leuA,57.297,1263900.0,1109700.0,1706700.0,1843900.0,72417678.3,63582480.9,97788789.89999999,105649938.3,C',,
P09155,Ribonuclease D,rnd,42.734,41084.0,53766.0,30908.0,30744.0,1755683.656,2297636.244,1320822.472,1313814.0960000001,C',,
P09158,Polyamine aminopropyltransferase,speE,32.321,501680.0,501170.0,358290.0,369880.0,16214799.28,16198315.569999998,11580291.09,11954891.479999999,U,,
P09163,Uncharacterized N-acetyltransferase YjaB,yjaB,16.447,2773.8,1139.0,3664.5,3841.2,45620.6886,18733.132999999998,60270.0315,63176.21639999999,U,,
P09169,Protease 7,ompT,35.562,4037700.0,3944600.0,3664800.0,3727200.0,143588687.39999998,140277865.2,130327617.6,132546686.39999999,S',,
P09184,Very short patch repair protein,vsr,18.015,239190.0,222770.0,116430.0,108210.0,4309007.850000001,4013201.5500000003,2097486.45,1949403.1500000001,U,,
P09323,PTS system N-acetylglucosamine-specific EIICBA component;N-acetylglucosamine permease IIC component;N-acetylglucosamine-specific phosphotransferase enzyme IIB component;N-acetylglucosamine-specific phosphotransferase enzyme IIA component,nagE,68.346,194180.0,230110.0,170870.0,172170.0,13271426.280000001,15727098.06,11678281.020000001,11767130.82,C',,
P09348,Motility protein A,motA,32.011,238370.0,233300.0,3314.0,1862.5,7630462.07,7468166.300000001,106084.45400000001,59620.4875,C,,
P09372,Protein GrpE,grpE,21.798,998540.0,1014100.0,969190.0,554850.0,21766174.919999998,22105351.799999997,21126403.619999997,12094620.299999999,R,,
P09373,Formate acetyltransferase 1,pflB,85.356,1788400.0,1714900.0,1945100.0,2024100.0,152650670.39999998,146377004.39999998,166025955.6,172769079.6,S,,
P09391,Rhomboid protease GlpG,glpG,31.306,36477.0,41710.0,54868.0,43946.0,1141948.962,1305773.26,1717697.608,1375773.476,A',,
P09394,Glycerophosphoryl diester phosphodiesterase,glpQ,40.843,63860.0,61390.0,64721.0,67346.0,2608233.9800000004,2507351.77,2643399.8030000003,2750612.6780000003,S,,
P09424,Mannitol-1-phosphate 5-dehydrogenase,mtlD,41.139,71492.0,74217.0,136100.0,141200.0,2941109.3880000003,3053213.163,5599017.9,5808826.800000001,S,,
P09546,Bifunctional protein PutA;Proline dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase,putA,143.81,30096.0,32407.0,26684.0,31965.0,4328105.76,4660450.67,3837426.04,4596886.65,C',,
P09549,Cell division protein DedD,dedD,22.938,125790.0,111010.0,125380.0,126530.0,2885371.02,2546347.38,2875966.44,2902345.1399999997,S',,
P09551,Lysine/arginine/ornithine-binding periplasmic protein,argT,27.991,440060.0,440700.0,823350.0,863160.0,12317719.459999999,12335633.7,23046389.85,24160711.56,S,,
P09831,Glutamate synthase [NADPH] large chain,gltB,163.3,1807700.0,1762500.0,1447100.0,1457700.0,295197410.0,287816250.0,236311430.00000003,238042410.00000003,U,,
P09832,Glutamate synthase [NADPH] small chain,gltD,52.015,1373600.0,1376400.0,1266500.0,1230300.0,71447804.0,71593446.0,65876997.5,63994054.5,U,,
P09833,Molybdenum import ATP-binding protein ModC,modC,39.102,60913.0,63231.0,15453.0,17819.0,2381820.1259999997,2472458.562,604243.206,696758.538,C,,
P09835,Sensor protein UhpB,uhpB,56.305,2475.2,6111.0,2215.2,2949.5,139366.136,344079.855,124726.836,166071.5975,S',,
P09836,Regulatory protein UhpC,uhpC,48.256,12382.0,10880.0,6609.7,9818.2,597505.792,525025.28,318957.68319999997,473787.0592,U,,
P09980,ATP-dependent DNA helicase Rep,rep,77.023,33084.0,33353.0,23012.0,26675.0,2548228.932,2568948.119,1772453.2759999998,2054588.525,A',,
P09996,Uncharacterized protein YidB,yidB,13.786,26196.0,33989.0,34811.0,40748.0,361138.056,468572.354,479904.446,561751.928,U,,
P0A698,UvrABC system protein A,uvrA,103.87,80105.0,63549.0,106160.0,110380.0,8320506.350000001,6600834.63,11026839.200000001,11465170.6,S',,
P0A6A0,Probable protein kinase UbiB,ubiB,63.202,27641.0,27363.0,33675.0,37364.0,1746966.4819999998,1729396.326,2128327.35,2361479.528,S,,
P0A6A3,Acetate kinase,ackA,43.29,1069800.0,1045000.0,860170.0,901330.0,46311642.0,45238050.0,37236759.3,39018575.699999996,A',,
P0A6A6,3-isopropylmalate dehydratase large subunit,leuC,49.881,2527500.0,2458600.0,3832000.0,3971200.0,126074227.5,122637426.6,191143992.0,198087427.2,C,,
P0A6A8,Acyl carrier protein,acpP,8.6394,6461700.0,6313500.0,4467900.0,4569900.0,55825210.980000004,54544851.9,38599975.26,39481194.06,S',,
P0A6B4,"Alanine racemase, biosynthetic",alr,39.152,54335.0,50036.0,50141.0,45414.0,2127323.92,1959009.472,1963120.432,1778048.928,R,,
P0A6B7,Cysteine desulfurase IscS,iscS,45.089,1695700.0,1592900.0,1689000.0,1793900.0,76457417.3,71822268.1,76155321.0,80885157.1,S',,
P0A6C1,Endonuclease 4,nfo,31.479,93675.0,95222.0,120520.0,120410.0,2948795.3249999997,2997493.338,3793849.08,3790386.39,S,,
P0A6C5,Amino-acid acetyltransferase,argA,49.195,493260.0,452050.0,221570.0,205370.0,24265925.7,22238599.75,10900136.15,10103177.15,A,,
P0A6C8,Acetylglutamate kinase,argB,27.159,1577500.0,1478900.0,715660.0,660590.0,42843322.5,40165445.1,19436609.939999998,17940963.81,A,,
P0A6D0,Arginine repressor,argR,16.994,330290.0,331420.0,271800.0,358040.0,5612948.26,5632151.4799999995,4618969.2,6084531.76,C,,
P0A6D3,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,46.095,927800.0,907760.0,854030.0,845460.0,42766941.0,41843197.199999996,39366512.85,38971478.699999996,A,,
P0A6D7,Shikimate kinase 1,aroK,19.538,1062400.0,1060900.0,714630.0,710690.0,20757171.2,20727864.2,13962440.94,13885461.22,R,,
P0A6E1,Shikimate kinase 2,aroL,19.151,251420.0,251730.0,178190.0,176040.0,4814944.42,4820881.2299999995,3412516.69,3371342.04,R,,
P0A6E4,Argininosuccinate synthase,argG,49.898,3722400.0,3466800.0,1670500.0,1581300.0,185740315.20000002,172986386.4,83354609.0,78903707.4,A,,
P0A6E6,ATP synthase epsilon chain,atpC,15.068,2592500.0,2503800.0,2165500.0,2246800.0,39063790.0,37727258.4,32629754.0,33854782.4,C,,
P0A6E9,ATP-dependent dethiobiotin synthetase BioD 2,bioD2,24.981,10377.0,10703.0,17973.0,21105.0,259227.83700000003,267371.64300000004,448983.51300000004,527224.005,S,,
P0A6F1,Carbamoyl-phosphate synthase small chain,carA,41.431,2003800.0,1982900.0,1158700.0,1058000.0,83019437.8,82153529.89999999,48006099.699999996,43833998.0,A,,
P0A6F3,Glycerol kinase,glpK,56.23,25032.0,25963.0,39430.0,36076.0,1407549.3599999999,1459899.49,2217148.9,2028553.48,S,,
P0A6F5,60 kDa chaperonin,groL,57.328,4898800.0,4812100.0,4266700.0,4083900.0,280838406.40000004,275868068.8,244601377.60000002,234121819.20000002,C,,
P0A6F9,10 kDa chaperonin,groS,10.387,4628200.0,4513100.0,3430500.0,3851100.0,48073113.4,46877569.7,35632603.5,40001375.7,C,,
P0A6G3,Nicotinamide-nucleotide amidohydrolase PncC,pncC,17.582,153110.0,152360.0,198000.0,197370.0,2691980.02,2678793.52,3481236.0,3470159.3400000003,S',,
P0A6G7,ATP-dependent Clp protease proteolytic subunit,clpP,23.186,1023600.0,1049700.0,1298800.0,1285900.0,23733189.6,24338344.2,30113976.8,29814877.4,S',,
P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,46.355,696850.0,744960.0,676730.0,667420.0,32302481.749999996,34532620.8,31369819.15,30938254.099999998,R,,
P0A6H5,ATP-dependent protease ATPase subunit HslU,hslU,49.593,824670.0,798510.0,656360.0,655850.0,40897859.31,39600506.43,32550861.480000004,32525569.05,U,,
P0A6H8,Cardiolipin synthase A,clsA,54.822,80252.0,97079.0,170710.0,162910.0,4399575.144,5322064.938,9358663.620000001,8931052.02,A',,
P0A6I0,Cytidylate kinase,cmk,24.746,231660.0,251890.0,114310.0,111110.0,5732658.359999999,6233269.9399999995,2828715.26,2749528.06,S',,
P0A6I3,Pantothenate kinase,coaA,36.359,72139.0,68029.0,68916.0,71991.0,2622901.901,2473466.4110000003,2505716.844,2617520.7690000003,S,,
P0A6I6,Phosphopantetheine adenylyltransferase,coaD,17.836,201970.0,164390.0,200430.0,213500.0,3602336.92,2932060.0399999996,3574869.4799999995,3807985.9999999995,A',,
P0A6I9,Dephospho-CoA kinase,coaE,22.621,44527.0,44761.0,41347.0,47258.0,1007245.267,1012538.5809999999,935310.487,1069023.2179999999,S',,
P0A6J1,Adenylyl-sulfate kinase,cysC,22.321,557200.0,531850.0,356000.0,191610.0,12437261.200000001,11871423.850000001,7946276.000000001,4276926.8100000005,U,,
P0A6J3,Sulfate transporter CysZ,cysZ,29.305,40850.0,41433.0,52011.0,56533.0,1197109.25,1214194.065,1524182.355,1656699.565,U,,
P0A6J5,D-amino acid dehydrogenase,dadA,47.607,58468.0,55273.0,369080.0,391860.0,2783486.076,2631381.711,17570791.56,18655279.02,C',,
P0A6J8,D-alanine--D-alanine ligase A,ddlA,39.315,120680.0,105560.0,306760.0,330490.0,4744534.2,4150091.4,12060269.399999999,12993214.35,A',,
P0A6K1,Diaminopimelate epimerase,dapF,30.208,55830.0,67832.0,147250.0,156040.0,1686512.64,2049069.0559999999,4448128.0,4713656.319999999,S',,
P0A6K3,Peptide deformylase,def,19.328,532350.0,513660.0,498580.0,467900.0,10289260.799999999,9928020.48,9636554.24,9043571.2,R,,
P0A6K6,Phosphopentomutase,deoB,44.369,284790.0,298200.0,456560.0,500430.0,12635847.51,13230835.8,20257110.64,22203578.669999998,S',,
P0A6L0,Deoxyribose-phosphate aldolase,deoC,27.733,139910.0,137890.0,394800.0,433000.0,3880124.0300000003,3824103.37,10948988.4,12008389.0,S,,
P0A6L2,4-hydroxy-tetrahydrodipicolinate synthase,dapA,31.27,1953600.0,1717400.0,1994500.0,2221600.0,61089072.0,53703098.0,62368015.0,69469432.0,A,,
P0A6L4,N-acetylneuraminate lyase,nanA,32.593,47213.0,32483.0,6100.3,7335.3,1538813.3090000001,1058718.4190000002,198827.07790000003,239079.43290000004,C',,
P0A6L7,Altronate oxidoreductase,uxaB,54.808,2658.8,8558.6,5117.1,5143.8,145723.5104,469079.7488,280458.01680000004,281921.39040000003,C,,
P0A6L9,Co-chaperone protein HscB,hscB,20.137,171380.0,192390.0,240630.0,245050.0,3451079.06,3874157.43,4845566.3100000005,4934571.850000001,A',,
P0A6M2,Disulfide bond formation protein B,dsbB,20.142,29863.0,31037.0,52058.0,21030.0,601500.546,625147.254,1048552.2359999999,423586.26,R,,
P0A6M4,D-aminoacyl-tRNA deacylase,dtd,15.95,85319.0,92185.0,104190.0,104020.0,1360838.05,1470350.75,1661830.5,1659119.0,S',,
P0A6M8,Elongation factor G,fusA,77.58,8181900.0,7635700.0,6489400.0,6403600.0,634751802.0,592377606.0,503447652.0,496791288.0,R,,
P0A6N4,Elongation factor P,efp,20.591,2060000.0,2152100.0,1421600.0,1288500.0,42417460.0,44313891.1,29272165.6,26531503.5,R,,
P0A6N8,Elongation factor P-like protein,yeiP,21.532,514290.0,501000.0,306710.0,329340.0,11073692.28,10787532.0,6604079.72,7091348.88,R,,
P0A6P1,Elongation factor Ts,tsf,30.423,4582400.0,4428300.0,3339100.0,3558900.0,139410355.2,134722170.9,101585439.3,108272414.69999999,U,,
P0A6P5,GTPase Der,der,55.035,295720.0,288360.0,321100.0,329760.0,16274950.2,15869892.6,17671738.5,18148341.599999998,A',,
P0A6P7,Probable GTP-binding protein EngB,engB,23.561,299520.0,289900.0,305620.0,312020.0,7056990.72,6830333.9,7200712.82,7351503.22,S',,
P0A6P9,Enolase,eno,45.654,6182700.0,5950700.0,6364500.0,6562700.0,282264985.8,271673257.8,290564883.0,299613505.8,A,,
P0A6Q3,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,fabA,18.969,576800.0,567760.0,413140.0,413400.0,10941319.200000001,10769839.440000001,7836852.66,7841784.600000001,A',,
P0A6Q6,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,fabZ,17.033,1285600.0,1036100.0,1214600.0,1320300.0,21897624.8,17647891.3,20688281.8,22488669.900000002,R,,
P0A6R0,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH,33.515,681050.0,697260.0,643680.0,524170.0,22825390.75,23368668.900000002,21572935.2,17567557.55,A',,
P0A6R3,DNA-binding protein Fis,fis,11.24,2705300.0,2683700.0,948660.0,844240.0,30407572.0,30164788.0,10662938.4,9489257.6,R,,
P0A6S0,Flagellar L-ring protein,flgH,24.615,246660.0,214300.0,8892.9,4039.7,6071535.899999999,5274994.5,218898.73349999997,99437.21549999999,C,,
P0A6S3,Flagellar P-ring protein,flgI,38.169,163970.0,175130.0,4289.3,18884.0,6258570.93,6684536.97,163718.2917,720783.396,U,,
P0A6S5,Cell division protein FtsB,ftsB,11.622,33165.0,30400.0,27890.0,33546.0,385443.63,353308.8,324137.58,389871.612,A',,
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],gpsA,36.361,126150.0,125490.0,120980.0,126780.0,4586940.149999999,4562941.89,4398953.779999999,4609847.58,S,,
P0A6T1,Glucose-6-phosphate isomerase,pgi,61.529,971080.0,1006600.0,613780.0,616050.0,59749581.32,61935091.400000006,37765269.620000005,37904940.45,A,,
P0A6T3,Galactokinase,galK,41.442,227040.0,215010.0,102950.0,119260.0,9408991.68,8910444.42,4266453.9,4942372.92,C,,
P0A6T5,GTP cyclohydrolase 1,folE,24.83,1863700.0,1901900.0,1901100.0,1977900.0,46275671.0,47224177.0,47204313.0,49111257.0,U,,
P0A6T9,Glycine cleavage system H protein,gcvH,13.811,132380.0,285140.0,0.0,117440.0,1828300.18,3938068.54,0.0,1621963.84,R,,
P0A6U3,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,mnmG,69.52,176770.0,193810.0,91763.0,77299.0,12289050.399999999,13473671.2,6379363.76,5373826.4799999995,R,,
P0A6U5,Ribosomal RNA small subunit methyltransferase G,rsmG,23.431,99157.0,94009.0,64923.0,61014.0,2323347.667,2202724.879,1521210.813,1429619.034,R,,
